Message_ID,Original_Message,Transmitted_Message,Error_Correction_Applied,Corrected_Message,Encryption_Type,Encrypted_Message,Decrypted_Message,Authentication_Status,Transmission_Time (ms),Error_Rate (%),Throughput (Mbps),Data_Integrity (%),Target
55,Arriving Arriving On-Time Train Station Train Arriving,Arriving Arriving On-Time Train Station Train Arriving,0,Arriving Arriving On-Time Train Station Train Arriving,RSA,gAAAAABnlGiLgMiG1_npGo_rqZWrI0Jiq-wYZK9SYsqmyvbMrg-0Q261TuxCDf9KHtV-0wljUG1bl4WrrOsNEotUxYfTDS1t-e3BR7-uaW56lbpFm0w9cqdR7uUOMmm_SgOp91IVUxZI7HV1St5PUQs_eNPJ2iC3sg==,Arriving Arriving On-Time Train Station Train Arriving,Success,11.43,0.82,56.44,99.18,Secure
56,Arriving On-Time Station Maintenance Maintenance On-Time Delays,Arriving On-Time Station Maintenance Maintenance On-Time Delays,0,Arriving On-Time Station Maintenance Maintenance On-Time Delays,RSA,gAAAAABnlGiLcODWJG_lMUFad2xa-7wCUbDM8o5nUoYuhtGKHXhPd0SPnJrfH_j6XCsHrvl1w-QAkskwnYq3kac8F5nHyFIsHATOYxQxMW5lMsW10kCPOfd_meHJ7AKRP--zHUfxQYb-aGv6Hegi89nqO6ppfPtwWA==,Arriving On-Time Station Maintenance Maintenance On-Time Delays,Success,7.44,1.53,52.72,98.47,Secure
57,Arriving Train Departing On-Time Delays,Arriving Train Departing On-Time Delays,0,Arriving Train Departing On-Time Delays,Blowfish,gAAAAABnlGiL3phqdX1EtToOwgXJvbb8I-Go_Xm_ulOYDdJdf6kSwZbVLnAW_nut3MXvHAfBbXV9RE92in6ye7A8lX_6nqqUQiebQrLVAV_oXAvLRA12nT0Yai0KnznW-vPTddNgjJcS,Arriving Train Departing On-Time Delays,Failure,9.47,1.83,54.37,98.17,Not Secure
58,On-Time Maintenance On-Time Arriving,On-Time Maintenance On-Time Arriving,0,On-Time Maintenance On-Time Arriving,RSA,gAAAAABnlGiLyknGESVPekejKLBTR-JLaGoA-ikuJcKfpULeQWxwsdmtQIrDpUGnDWFyNRg0M9ssokq2kCywxNzT6tqPuzohNhSv4sgCI6UQidD49ZRgRYM_CyMWHEjmBT1gzdOneiDc,On-Time Maintenance On-Time Arriving,Success,11.17,1.7,57.73,98.3,Secure
59,Train On-Time Arriving On-Time Arriving,Train On-Time Arriving On-Time Arriving,0,Train On-Time Arriving On-Time Arriving,HybridRSA-Blowfish,gAAAAABnlGiL-9N8u_O923MzuA4-DP-jh6IUumBa5BpdKLyruFudOmOwSrttz-GiP-EwZdECpP05Ryqnyk_dwGwu3BGsz3gYvvpbavtE3ytJz399k51-4N5gw4P_keVfUt5ULtDTFfpZ,Train On-Time Arriving On-Time Arriving,Success,12.49,0.29,50.76,99.71,Secure
60,Station Maintenance Delays Train On-Time Maintenance On-Time,Station Maintenance Delays Train On-Time Maintenance On-Time,0,Station Maintenance Delays Train On-Time Maintenance On-Time,Blowfish,gAAAAABnlGiLEj0ZwKsx2ryZ2bC2hK7S0uDCud-0e6U_IN9BKOh00focvQhyb6vAIRye8V1fLtTWthwZOmsBdvEqH9sCF1eKbf-JqS1maPGmyLet9e6eDsOEvNfdQ04iFDoCBgFrzet1g-HgxodlSCOnViTXfe5xBA==,Station Maintenance Delays Train On-Time Maintenance On-Time,Success,11.67,0.16,58.86,99.84,Secure
61,Maintenance Maintenance On-Time Arriving Arriving On-Time,Maintenance Maintenance On-Time Arriving Arriving On-Time,0,Maintenance Maintenance On-Time Arriving Arriving On-Time,RSA,gAAAAABnlGiLVGZkYGJe8j-RdDU9tC9y1XnE0WRfCV0Y1Zbb87oX_InYds8K50Rxoz8jzLzJNjXu1qyOfrd0Vs7JeYywFxczZg-ssrmu0hjFuH8Ku0O9BwsU9knvjpfW6embaocmxAZhRUMBfk5IvvE0Ve7SxEd38g==,Maintenance Maintenance On-Time Arriving Arriving On-Time,Success,6.85,0.48,50.59,99.52,Secure
62,On-Time Arriving Departing Arriving Maintenance,On-Time Arriving Departing Arriving Maintenance,0,On-Time Arriving Departing Arriving Maintenance,HybridRSA-Blowfish,gAAAAABnlGiLjxdf22xs9Nt1OSlbuQPictB8DrtSa4O1c-2uY8bjXEQGqQBC9WW6WvS05CIPCkU6jvXtRrSG2Nziah-UqfQZyTC-ScTQltBWqsSMKUgD_3D6U4gnlyozBTWOP7nG5JO-,On-Time Arriving Departing Arriving Maintenance,Failure,12.91,0.86,57.36,99.14,Not Secure
63,Arriving Delays Maintenance Train Train,Arriving Delays Maintenance Train Train,0,Arriving Delays Maintenance Train Train,HybridRSA-Blowfish,gAAAAABnlGiLUYZFwXtBZ-x2XA8eZ6fyQ5wIrpDhRs1c-4ZWPiyu1QlYb8P6jUElM4l-vt3AadXn8bon9bm4-oPcWo9eo0vtqDQUyOXP3-alm7LJhDoueGXLZ4mvLpK4yds349-VNect,Arriving Delays Maintenance Train Train,Failure,5.39,1.77,50.02,98.23,Not Secure
64,Train Train Station Arriving,Train Train Station Arriving,0,Train Train Station Arriving,Blowfish,gAAAAABnlGiLkxwnA6CAWw1G735E3vHPyqM84PQiwHNszg6PD9eYEEPCcMK2UzkUwNKv9yDwijpbdxgf1H7m7x1MkIZaQZGxrQzMNqHC5EMR-nJiqwNjIZ8=,Train Train Station Arriving,Failure,14.12,1.87,51.72,98.13,Not Secure
65,Station Arriving Maintenance Maintenance,Station Arriving Maintenance Maintenance,0,Station Arriving Maintenance Maintenance,Blowfish,gAAAAABnlGiLCeoH3ldhGT-_haDzx1YJI0FOy7IRkuPUpwm9YAVkYWJx-SFZ_L2wgrWSkrOlLotJMjOVZwiyUVqcuDbHMTT3043zolUqKwBLiBx1TNLk02qdFPlccr0mJfUz2lZWUj1x,Station Arriving Maintenance Maintenance,Success,5.31,1.51,59.93,98.49,Secure
66,Delays On-Time On-Time Departing On-Time,Delays On-Time On-Time Departing On-Time,0,Delays On-Time On-Time Departing On-Time,Blowfish,gAAAAABnlGiLGACUvOpyvAcK9SRicI-SwQXezegq_W7bHNlJnO1nHB8Pk0q8zuwilIGbQEYGOQTQT_x-Of3tCu7q4qvCy6v4Ry8zPIIEXo98TSVixDVnr8qy0m7W_3kDGAoNx_zV9OwW,Delays On-Time On-Time Departing On-Time,Failure,12.88,0.66,56.43,99.34,Not Secure
67,Arriving Maintenance Maintenance Delays Maintenance,Arriving Maintenance Maintenance Delays Maintenance,0,Arriving Maintenance Maintenance Delays Maintenance,RSA,gAAAAABnlGiLel_wxm7kbEf_rUuDVnBWZRSH0Bp8P3VDYwiXWgd_n9F1QpNLHSBgPLuqd2nIwjqRp2X0Aup4WBthkbWtjTfPaALRWu7fAifyWqwORQOSnZ19SbMqXU0QR_9-BP5d_lOPgPnjZrYvJvRaE7XSQq9NBA==,Arriving Maintenance Maintenance Delays Maintenance,Success,6.03,1.85,51.28,98.15,Secure
68,Departing Departing Station Maintenance On-Time Train,Departing Departing Station Maintenance On-Time Train,0,Departing Departing Station Maintenance On-Time Train,HybridRSA-Blowfish,gAAAAABnlGiL6y_1yEASmn8eBPujbus31x-0BBLXZDAFbJ1ypbzBlCVm83TF5Pr4ghoKkNwqwNRoRmsASbWFGwFSVbDLEw7j6zpPYMzJo8lIPnN_3QRGF7ieDSVWEUu3-3B6tWDYuzmhZUe9fPADZtB-9zOCaT70ag==,Departing Departing Station Maintenance On-Time Train,Failure,6.83,0.52,54.45,99.48,Not Secure
69,Maintenance Maintenance Train On-Time,Maintenance Maintenance Train On-Time,0,Maintenance Maintenance Train On-Time,Blowfish,gAAAAABnlGiLQ_82RgVmwDiTb-4oU93O_MuALplcoMkev0f8UBlm-PUWMRIyvs07zsxCFWRRIoxtlga4P-P_5IY5naxJorBwI2ZK16hAMI6Fa0BYowcHXCsTBrH5_2vrRp9uc5HKCtZd,Maintenance Maintenance Train On-Time,Success,7.54,0.34,59.33,99.66,Secure
70,Arriving Train Maintenance Departing,Arriving Train Maintenance Departing,0,Arriving Train Maintenance Departing,HybridRSA-Blowfish,gAAAAABnlGiL4KQlkeWN1PlXEL2nf_AXNugnK2dS9M2b6W7zI7AZBi6BrsOTHY69qqzhWp2r6bIf10sX2fgEF6HRuv3aytW0fD2bUlomlGLA1hxd4-e9cs976UNaMGA8ukAxmMquXF2v,Arriving Train Maintenance Departing,Failure,8.74,0.95,56.51,99.05,Not Secure
71,Maintenance Delays Delays Maintenance Station Station,Maintenance Delays Delays Maintenance Station Station,0,Maintenance Delays Delays Maintenance Station Station,HybridRSA-Blowfish,gAAAAABnlGiLpGoWXSjoFvIH9J76pP3XlCzbMtNPgxtJY23Vxx01gpaPVIIIZPryZr3IdxlUbSKjigO6c05Nb3Lgk42_ylI1CTXZjjaU4wVTZ_7equQ14NwC87B5RiuZCWa8C7Zoty82URTFIa2Bqcls4e3lSAFQVg==,Maintenance Delays Delays Maintenance Station Station,Failure,5.39,1.52,55.83,98.48,Not Secure
72,Station Maintenance Arriving Train Maintenance Maintenance On-Time,Station Maintenance Arriving Train Maintenance Maintenance On-Time,0,Station Maintenance Arriving Train Maintenance Maintenance On-Time,RSA,gAAAAABnlGiLJ_tl7VGT5lL18xnaHKOsC9IOIRJXW6GSL6Xjrr30tNCPFbuHCiKOHtheso4SXuvKf1fHsEwvx8Vey49E-wOSMV8-tqJ5K-cuxKrvH2ojzgT64U84PeVYTrYDywAF-MiWo4Fw-61sUqmyILBs60a7DP0IxyZTTghda08xvf7wi2E=,Station Maintenance Arriving Train Maintenance Maintenance On-Time,Success,13.29,0.69,56.84,99.31,Secure
73,Departing Train On-Time Arriving Departing On-Time Delays,Departing Train On-Time Arriving Departing On-Time Delays,0,Departing Train On-Time Arriving Departing On-Time Delays,RSA,gAAAAABnlGiLedA9QcCKCFcxX_lXmYI19r8BVgcMZsZglSGX75Zo0wtcq0y5-FL78ka1kaggQNsE-LgzmqW2kNFHKuOol8n6_jxvJzTtxLQ9afmtnrF8aHh2Ta0UL8zSKMFWv4eu5MjBHBbnSSPB4snD4W7jzXKcDg==,Departing Train On-Time Arriving Departing On-Time Delays,Failure,13.05,1.66,55.08,98.34,Not Secure
74,On-Time Maintenance On-Time Departing On-Time,On-Time Maintenance On-Time Departing On-Time,0,On-Time Maintenance On-Time Departing On-Time,RSA,gAAAAABnlGiLRYq79M8RIoxDptf9NfGtIl5g7pmbE3pg_SLPQYb8sDvBA31N6YPi4DFLFiJoCH1OrgLzokfVjZYB3TJH8C4-AiLdhyS7A4JFPYwe9ttZxCWxM02Iu4no76gQXZBUkFQ8,On-Time Maintenance On-Time Departing On-Time,Success,14.39,0.53,59.12,99.47,Secure
75,On-Time Station On-Time Departing,On-Time Station On-Time Departing,0,On-Time Station On-Time Departing,RSA,gAAAAABnlGiLeQMHBE7yJ4HLgmMSNH-xzfgM2TqAbf_TCkT9YMBM_kOB-elEsE7cT2seFXcqTaJTC-sHI4U63EspyFwIkgbmSDqccl0vMTCjJIvDWaLdmxnFtXq2WDLfXtQn6pLI3T1C,On-Time Station On-Time Departing,Success,14.39,1.07,51.09,98.93,Secure
76,On-Time Maintenance Train Departing Departing Train,On-Time Maintenance Train Departing Departing Train,0,On-Time Maintenance Train Departing Departing Train,Blowfish,gAAAAABnlGiL9dTx16ISq0wy0aFXYgeHTDJSLyRU7JEhxLfpDWsZT94RFqR6_IKkY2AgenDB9cahI3mtGNMMAz2F81jsJAhvFE3T3P1QGoUwu5yUnlgGiLa85U1N1tIg4sZDhoG_DX5Fua6-NocXZysc90WbFwyaCg==,On-Time Maintenance Train Departing Departing Train,Success,11.84,0.2,59.28,99.8,Secure
77,Departing Arriving Arriving Station Delays Delays Station,Departing Arriving Arriving Station Delays Delays Station,0,Departing Arriving Arriving Station Delays Delays Station,RSA,gAAAAABnlGiLbWggRwlCW76aJwvlJXB-85RgU3NDngdmwLsKKlEP5uVaxWSX5LfZB5ICIijFzA-Eku7jJ8OqomGnilWd5GFIJLTASyADKFNTuxaM73nnmbrCtXMnr93rw54Z0ZrYytGbuG0UhRsIOASqDW43nooQ8A==,Departing Arriving Arriving Station Delays Delays Station,Success,13.17,1.79,57.88,98.21,Secure
78,Delays On-Time Station Arriving Delays Maintenance,Delays On-Time Station Arriving Delays Maintenance,0,Delays On-Time Station Arriving Delays Maintenance,RSA,gAAAAABnlGiLvZdqBpjaejsy0wxBwhH6lND3LgcEHktPHXZr1pUy9fCCtZmrNHKhEOE_altVCLgrG7PJjjX33xHLOzw4QE4jFvDbfgfloY3ZdA6CFbx4CUVVi-pkwyAXGiU8jNslD5kxEYaxh8DgNKZg17YCWpxs4g==,Delays On-Time Station Arriving Delays Maintenance,Failure,10.09,1.53,52.91,98.47,Not Secure
79,Arriving Departing Train Delays,Arriving Departing Train Delays,0,Arriving Departing Train Delays,RSA,gAAAAABnlGiLbZs5-imN4YNkJqNIcjGgdFUeFWBeV2NUe4ZxoO9mHpxOpoT1ZlnFHi3jge4llx8m_t90cMZmqNKcrvzi8dxoiyeIpTCgMc_MQk9Ih1XGRHE=,Arriving Departing Train Delays,Failure,5.02,0.39,57.88,99.61,Not Secure
80,Delays Delays Delays On-Time,Delays Delays Delays On-Time,0,Delays Delays Delays On-Time,HybridRSA-Blowfish,gAAAAABnlGiLjwMJlC7aKSZZFDHwgaDqvthPoZ1s74JrWLoaVQqWS4-Nrd4NTik8VnaIrfH6QlpVH4zmvv4RLvhQKgdJDqWi3G_BZOd2fR6MMYBpKc3jQ-A=,Delays Delays Delays On-Time,Failure,11.16,0.99,51.79,99.01,Not Secure
81,Station Arriving Station Departing Departing,Station Arriving StatioZ Departing Departing,1,Station Arriving Station Departing Departing,Blowfish,gAAAAABnlGiL87NUZi1rOP6gQg_cU53gMY-v2K3e6MPo0QS9hafg8S9Qk8sUmxWVqwxaadsJW83qyRZpR1e3wxIKb8YG8XrYSqFFxDCRVvI-SgAGzmm_vw7lzO1McKVgQ_bkw-aKbMaG,Station Arriving Station Departing Departing,Success,10.47,0.01,53.52,99.99,Secure
82,Departing Arriving Train Station Delays Maintenance,Departing Arriving Train Station Delays Maintenance,0,Departing Arriving Train Station Delays Maintenance,Blowfish,gAAAAABnlGiLjqGbOzIxadvRg2tDBMkSkpkcr8_YRxGQ-rGLLT_O2hdjtGu9JLg54MDTKIy03qJglBG8On_IL1H1qeWi5gn0Ejxh4SKGqqjCOqF3-h4kiqnzWYum0GhY53qc1bcxsgeIMoEzMZ0Me3Birdi7S4pZeg==,Departing Arriving Train Station Delays Maintenance,Success,7.86,1.72,50.4,98.28,Secure
83,On-Time Delays Train Maintenance On-Time Station Departing,On-Time Delays Train Maintenance On-Time Station Departing,0,On-Time Delays Train Maintenance On-Time Station Departing,Blowfish,gAAAAABnlGiLphAqY0-g99PAZrw_7ppE8Pub7y87qiMO1bl52BIYRFORZzIAj5NfJiNO8c_NtxvNBiphEpkdI2BGME3D0WxHd8oQyIvwQkEBYs8cILlu7NdOKajITxjCooumGlOffhtx2fODKq_IBrwEoC1IcEqjWQ==,On-Time Delays Train Maintenance On-Time Station Departing,Failure,13.83,1.47,50.13,98.53,Not Secure
84,On-Time Arriving Maintenance Train,On-Time Arriving Maintenance Train,0,On-Time Arriving Maintenance Train,HybridRSA-Blowfish,gAAAAABnlGiLhR339fzdzGThfJEANDC3C5tK_jv5G1eULj0rdAPDNkXl0ppGP9xFFhVtJpmmqxhrv4MsO1HAq7967iIEcyRzGWPtnpyvAuif3pO3oftnNIGFVPEjnMoyyW5Y1QUdyl8K,On-Time Arriving Maintenance Train,Failure,14.59,1.73,53.45,98.27,Not Secure
85,Station Train On-Time Arriving Train Station,Station Train On-Time Arriving TraiV Station,1,Station Train On-Time Arriving Train Station,RSA,gAAAAABnlGiLYVZGFCw9fH98Qz2unv_cwfQYTW-cv0bAzf1dkfaQx0Ha8fBARPjOCRszWXhnhViNmkZvcff8bvcj8c92cvlplXW8oaQLw9YDaDjQksUR1BKCemlX6CELorAsPCljEqEA,Station Train On-Time Arriving Train Station,Failure,10.96,0.9,55.31,99.1,Not Secure
86,Station On-Time Arriving Maintenance On-Time,Station On-Time Arriving Maintenance On-Time,0,Station On-Time Arriving Maintenance On-Time,HybridRSA-Blowfish,gAAAAABnlGiLPAO5oBsTPDeTTSns7kPeuMeoXDW7SzCYrbNNncysNmfXKhPSwcVcMYZ0mPiT99MlALsypzjtqkJZ2xMY01GpM69qiysMq2ld3SWkloT3FvSr6S8x54KXlVOvCWLGl4L5,Station On-Time Arriving Maintenance On-Time,Failure,8.15,1.87,57.6,98.13,Not Secure
87,On-Time Station Maintenance Station Delays On-Time Arriving,On-Time Station Maintenance Station Delays On-Time Arriving,0,On-Time Station Maintenance Station Delays On-Time Arriving,Blowfish,gAAAAABnlGiLYVUNZE15adNgJ7SO2zFnJ10J0Ro0iBKssfL-dJEUcIblRDXdeQPCjXVqkdYZQMbpzmW9GQEbtOZUknQ2lNllHp96r3aMNprItvTAdmY-DBI6pv5u-MmJvfMCugFECN0NC9Gi0S6agkp-BmNoK3AUFg==,On-Time Station Maintenance Station Delays On-Time Arriving,Success,6.13,1.04,57.97,98.96,Secure
88,Departing On-Time Station Station,Departing On-Time Station Station,0,Departing On-Time Station Station,Blowfish,gAAAAABnlGiLmJJaSYn2KC8b8lyh0EdYtalZ2vxp-tYM48cSetlYLJ-TKMy01TUqVO-siXkIyIcqIgth7b-e0MWBF5ZMm1zap3A0Z1Jff-IVgTjX5Ve-MGdIYfR6y4OwwEB8lkuShxSI,Departing On-Time Station Station,Success,12.12,0.37,56.57,99.63,Secure
89,Delays Delays Train Train Delays Delays,Delays Delays Train Train Delays Delays,0,Delays Delays Train Train Delays Delays,Blowfish,gAAAAABnlGiL4j77P353vg5uC3SAtNbN--jFKKfxd3dRdE9gkIAn2J_gIqwvC8WpTgyYj15a8Ge0HM-e-9vhx89G4FcR8ySfeZv8cSJwTFnsZzFLmtLyn61ZdRL5YePKp1uM62LqzZ_D,Delays Delays Train Train Delays Delays,Success,14.2,1.69,58.95,98.31,Secure
90,Departing On-Time Departing Train Train On-Time Station,DFparting On-Time Departing Train Train On-Time Station,1,Departing On-Time Departing Train Train On-Time Station,Blowfish,gAAAAABnlGiL20IwkOeQGrFEjApcMIhp8tdHgBzV4RzE3oB5gokyM3eu6YKlPdWWrQnS662Y4VkPwYl0NWJ5eReZpM_-OdCuLB-HxU9r4G5cOXY5Oh0v-TP-XTzs_2rBxsN1jS1AYK4c1p0uhDwGhC53nWZ8RpHGuw==,Departing On-Time Departing Train Train On-Time Station,Failure,6.13,1.73,55.71,98.27,Not Secure
91,Arriving Train Train Station Maintenance Departing,Arriving Train Train Station Maintenance Departing,0,Arriving Train Train Station Maintenance Departing,HybridRSA-Blowfish,gAAAAABnlGiLyn6uiU3OuyE2WxVVcgZGFGuQkZ6Jl7NB6Apn5fg9r1atQS1kKi__RpwSJqGUj-c4ea46wLdZoHnPOqo1oenQos4-LJCxeDP9cTGfPTbTubFu-dkdyVZAOrBnb7pzxCW6b0TdqCCJ7CvaRIsrNKEZtg==,Arriving Train Train Station Maintenance Departing,Success,5.42,1.42,53.51,98.58,Secure
92,Arriving On-Time Maintenance On-Time,Arriving On-bime Maintenance On-Time,1,Arriving On-Time Maintenance On-Time,HybridRSA-Blowfish,gAAAAABnlGiLLwy_lWjr4BjgVDJU9NFJMHftBqI9B19sjLG7FH62bSqeKOBltWFbjKLzQEBdsoB13jOYa02h9m4zoH3Fr5-vtdn5WMAeOiUYp5_fQ5GfmhULUmqiG0Y21oqcSJHZ8u79,Arriving On-Time Maintenance On-Time,Success,14.78,0.14,54.65,99.86,Secure
93,Delays On-Time Train Train,Delays On-Time Train Train,0,Delays On-Time Train Train,HybridRSA-Blowfish,gAAAAABnlGiLDLS8rDPLhqIbg4b3Jmhp04o9GNBz3YL8aFMkFfDd-VpoChM_HLJ_44oche8DeyB1seQx88q46GpD6-wrkr-im43ZgV22nv2OI_HvAdEUUj8=,Delays On-Time Train Train,Success,12.13,0.68,54.9,99.32,Secure
94,Station On-Time On-Time Arriving Station Departing,Station On-Time On-Time Arriving Station Departing,0,Station On-Time On-Time Arriving Station Departing,RSA,gAAAAABnlGiLxrN-pkhFeCPNpgyjBzsFWoa1CTtTW6iPBG1-WRaCTn6yUHD60UXVJJTIUkjabi51qxBd6qRzcBKe5Pdv9ha-NpVGpE04_ECyQjqsExd2IfaB1w_oPpT7K59c9zMAw8lgn4UQyG8I8sfP83ARwSNqug==,Station On-Time On-Time Arriving Station Departing,Failure,11.23,1.21,52.91,98.79,Not Secure
95,Train Station Station Arriving Maintenance Delays,Train Station StatiJn Arriving Maintenance Delays,1,Train Station Station Arriving Maintenance Delays,Blowfish,gAAAAABnlGiL3DBAd8MS8u36sddoEVwWjMPcDW20hBvRJpyfXHLVfJeKmFiBZhFnsoCh1lXR1TPeCDAviuPGr6Z2i8yDSaaUXF3VbUHDiwFeJV9OVPSuIjxLBAwwvedHmfST4EWTS0GNYPxPrEObK45bG3-IePwqFg==,Train Station Station Arriving Maintenance Delays,Failure,7.05,1.71,58.02,98.29,Not Secure
96,Station Departing Delays Station,Station Departing Delays Station,0,Station Departing Delays Station,Blowfish,gAAAAABnlGiLu55UZ505DthySYfpC2A-nooYEvleQKSB4YfohfjkL1RGfpavZ89wLFxWpxEs5KlzXnuushaLVJq7L0H_PDFs6ggL7hZF9fE2HUgJwkk54rJtKyQeZXkf2ezcGwhGP6C-,Station Departing Delays Station,Failure,6.91,0.11,57.57,99.89,Not Secure
97,Departing On-Time Arriving Arriving Departing Train,Departing On-Time Arriving Arriving Departing Train,0,Departing On-Time Arriving Arriving Departing Train,HybridRSA-Blowfish,gAAAAABnlGiLzz8lcxuBjwmqv4lPUh3-3OsUDAymdYgyakjgh82caGWpm18HTwsvruyfkUS5j-HDbRPjM0wu9CHDgT2CwC4pqlRPUno2_zMYu_nhww4VjMldGtck-32_5lLL7WIbB08kXuEsoOXGRJ2SsDyrq1PFXg==,Departing On-Time Arriving Arriving Departing Train,Success,10.47,0.14,54.83,99.86,Secure
98,Train On-Time Departing Departing Delays Delays,Train On-Time Departing Departing Delays Delays,0,Train On-Time Departing Departing Delays Delays,RSA,gAAAAABnlGiLxYJR_S_QHN08JADdwa_TrWrKuGI0EYdtzdpvjM_fiSGRch0UkUahUpX6587NBqEN2B_z9xrjBQsDHSDzJRReFwI8Umvt69oLlh7FoeHJ6GMmpB3VADmvzGS_H89N_AqV,Train On-Time Departing Departing Delays Delays,Failure,13.08,0.92,51.92,99.08,Not Secure
99,Delays Delays Delays Delays Station Delays,DelayV Delays Delays Delays Station Delays,1,Delays Delays Delays Delays Station Delays,RSA,gAAAAABnlGiLEf3kg1FAgnWyYjb0EMcoFiKuVOEhN_Ol3weyOkO4VPMxHf2TIBAY-0wkS7IPoZHxj_cm-mDWni7QGttSPvhX9nhNL_dVsmUl90-c9joWWj_un-0Kdouprtl6a9UI-Cfu,Delays Delays Delays Delays Station Delays,Failure,11.68,1.21,51.64,98.79,Not Secure
100,Arriving On-Time Station Maintenance,Arriving On-Time Station Maintenance,0,Arriving On-Time Station Maintenance,HybridRSA-Blowfish,gAAAAABnlGiLTL5VgvEUp2UI80-Ad-Zt-_cPUKRZz9deiL8kuuHVfzfnNRWNCiliQXe4IJ0X6XFTVrhAIAXpg3G1Dn7yeTMRe1M8pbqztLQr6jAgSEn1nrDPY5U9ROkNieN1yLHEYAiv,Arriving On-Time Station Maintenance,Success,10.72,0.46,52.17,99.54,Secure
101,Arriving Maintenance Maintenance Station Train,Arriving Maintenance Maintenance Station Train,0,Arriving Maintenance Maintenance Station Train,Blowfish,gAAAAABnlGiLMQiFffKUCJX0ZWyaDzungNBKuxKRAIU-02pGPF6KkncGkmJUoGGLHWSfdsuy9UWg0OQo6cTLN-wbbA7J075T9q1yz-mbTQHStn3SED235bF5k5xgQ1XMTbDyd7K_R7sU,Arriving Maintenance Maintenance Station Train,Failure,10.34,1.96,54.74,98.04,Not Secure
102,Station Maintenance Delays Departing,Station Maintenance Delays Departing,0,Station Maintenance Delays Departing,HybridRSA-Blowfish,gAAAAABnlGiLtBl2c6ozqeymSwPBOzzR4Essgn7-wnp-Keo6vQJG05oq1q2JlpJBBZ8PDDMWXzGD10stuH2AvV-l4FhCZupPYERNfSWLwvca6abUavIq-755HtTBdAZ9boGA8QeHCdSZ,Station Maintenance Delays Departing,Success,10.21,1.64,50.98,98.36,Secure
103,Maintenance Arriving Maintenance Station Departing,MaintWnance Arriving Maintenance Station Departing,1,Maintenance Arriving Maintenance Station Departing,HybridRSA-Blowfish,gAAAAABnlGiL_RIyTew2gDD7ByHvYRQbIbp2WSPnmjMI8qN0sJKrk-hTxb5eI0oM3qVAIt0_bJtHqAGzXEkivdBXmFeNfwmYtFRijWHgym_1JtM_N1swvGeZkgboz4eOdElJ3tH8My51oxkyWegoadLBdJxFYF_VqQ==,Maintenance Arriving Maintenance Station Departing,Failure,9.58,0.97,50.38,99.03,Not Secure
104,Train Train Maintenance Station Train Arriving On-Time,Train Train Maintenance Station Train Arriving On-Time,0,Train Train Maintenance Station Train Arriving On-Time,HybridRSA-Blowfish,gAAAAABnlGiLaeyTGy-w-bHETPPc4HiH0a_Lrn7NqoQ6WmXtQnZ3sGG5JWuZ8R3bLAWBtNCosZ9ge-4onGp7vh569hknY-aei0CvuLSa_x3_vG14X3ew6iNhg_Lp-iuivqPtbPqP04c4LdKP55Q8JfTjlT8XpA5nKw==,Train Train Maintenance Station Train Arriving On-Time,Failure,11.59,1.3,59.58,98.7,Not Secure
105,Delays Train Delays Maintenance Maintenance,Delays Train Delays Maintenance MaiKtenance,1,Delays Train Delays Maintenance Maintenance,RSA,gAAAAABnlGiLlrtUQ4MGcn1FUYk_gdeJx2Vlpd01xGr88GYmZmTt2LkFfFrKhTIFhKSOKK558PYt9vG1AodcA1Vqb3Jh9dw9gUAn-7wYQfdoRj52RHgzVy4b941XkDC6n7DZ-0H4APkg,Delays Train Delays Maintenance Maintenance,Success,11.63,0.21,54.34,99.79,Secure
106,Arriving Arriving Arriving On-Time On-Time,Arriving Arriving Arriving On-Time On-Time,0,Arriving Arriving Arriving On-Time On-Time,Blowfish,gAAAAABnlGiLQtmaI1p_ips4-t0vBpRcVtGX9T0U_aYvQFDOBJhPrSeCAwPhagNFbJCpe-chMy4cgmXGz6X_4qr9PbFAkGWzmy10Ix0ieL5rOsud_iy6syQszhUoQ42yuaFG-XSGB6zy,Arriving Arriving Arriving On-Time On-Time,Failure,13.02,1.58,57.03,98.42,Not Secure
107,Arriving Station Delays Delays Arriving Train Train,Arriving Station Delays Delays Arriving Train Train,0,Arriving Station Delays Delays Arriving Train Train,RSA,gAAAAABnlGiLzDeLIcenTlOLtSz8R3e4H1rf1pEMLeCx-vLniWmqjdQfFuXu4e7oCchVkz-SW2LCJ-HJsgDPO1pwtKSVsa102s8027LttqxWYg7q05SCPJlhCJVzcX2Bjo00j7zvEkY4P0gVQkdvulWbxcoUe3Os8g==,Arriving Station Delays Delays Arriving Train Train,Failure,11.98,1.17,54.68,98.83,Not Secure
108,On-Time Station Train Delays Train,On-Time Station TraiY Delays Train,1,On-Time Station Train Delays Train,RSA,gAAAAABnlGiLqY8Sc0Zntk_dtapktb2jUrDFUIwxAj1mVv9rBN47IbpyjMvLDQ_f76kPn4xFBNeBoefHz9iAh8dIZt9XA18DO_P52kF3Dzq2k13Ehzr7XRy9UK_LjCi9Hgk_bTopNXK9,On-Time Station Train Delays Train,Success,10.77,1.06,50.32,98.94,Secure
